text,category,scaled_impact
"SHARDA TRUST AND OTHER TRUSTS The Strategic Help Alliance for Relief to Distressed Areas Trust (SHARDA Trust), set up in 1995, is the organisational base for our urban CSR programmes. As a registered public charitable trust, the broad objective is to improve the quality of life of the urban poor in India. SHARDA TRUST'S MODEL Partnership with the Local Government · MoU with local school board · MSB allows use of infrastructure & provides electricity free of cost · Providing teaching hours Supportive Infrastructure · Upgrading school infrastructure · Establishing quality computer lab · Projection facility (LCD monitor) · Internet for faculty & students · Ergonomic furniture · Neat and clean classrooms Innovative Method & Materials · Teaching Eng, Comp & Maths · Teaching approach based on student's strength · Real life example, practical knowledge · Subject's reinforcement · Teaching by trust's teachers · Using computers in teaching Monitoring, Evaluation & Tracking · Teaching days, schedules, curriculum, tests & evaluation criteria pre-defined · Tracking student's attendance & performance · Following up irregular & weak students · Interaction with parents NAROTTAM LALBHAI RURAL DEVELOPMENT FUND (NLRDF) Working on programmes of social renewal for rural and tribal poor since over 35 years. It is structurally working under a Board of Trustees, the Chairman of which is directly responsible for the overall policy direction and guidelines for the trust. NLRDF carries out operations in various sectoral areas like Education & Skill Building, Agriculture & Animal Husbandry, Rural Infrastructure and Health & Well-being. Narottam Lalbhai Rural Development Fund Education & Skill Building Adult education, vocational training of handicapped persons, non-formal education Agriculture & Animal Husbandry Irrigation projects, horticulture, fodder development, animal husbandry, biogas plants, strengthening rural industries Rural Infrastructure Rural electrification (street and agriculture related), roads, watershed development Health & Well-being Medical services, health care, nutrition, sanitation & disease control, AIDS awareness and prevention, women empowerment, women & child development, relief & rehabilitation after calamities SHREE CHANDRAPRASAD DESAI MEMORIAL FOUNDATION (SCDMF) Based in Bapunagar, Ahmedabad conducts vocational skill development courses to enable social, economic and cultural development of the industrial areas. It has so far trained about 250 urban youth and has facilitated placements for a majority of them.",Community Development,1.0022514829300357
"SOCIETY OUR CSR VISION TO IMPACT POSITIVELY, THE QUALITY OF LIFE OF PEOPLE, THROUGH INITIATIVES OF SOCIAL, ECONOMIC, HEALTH, EDUCATIONAL, INFRASTRUCTURAL, ENVIRONMENTAL & CULTURAL ADVANCEMENT, Just like democracy, for a company to be sustainable, it has to be of the people and for the people. So while 'of the people' is our unwavering employee focus, 'for the people' is our unflinching commitment to local communities and the society at large. Our approach to Corporate Social Responsibility (CSR) is based on our conviction that corporations and society are interdependent. Social responsibility thus permeates all business functions creating a 'corporate social integration'. ArVIND FOUNDATION We are committed to put in place a strategy to ensure financial sustainability to all our CSR initiatives. We plan to achieve this through creation of a large corpus fund over a period of time. ARVIND FOUNDATION In August 2015, we incorporated Arvind Foundation as a Section 8 Company to act as the umbrella organisation to all our CSR efforts. In line with Section 135 of Companies Act, 2013, we spent INR 72.7 million on our CSR activities during FY 2015- 16. This includes INR 51.4 million invested in the corpus of Arvind Foundation. URBAN CSR SHARDA Trust Shree Chandraprasad Desai Memorial Foundation (SCDMF) CKNL Trust RURAL CSR NLDRF Part of Agri Initiatives 51 ",Community Development,1.0055650971919603
"CASE STUDY UPGRADATION OF OCCUPATIONAL HEALTH CLINIC | SANTEJ Challenge The occupational health centre at Santej was capable of handling only primary treatments and in case of major injuries, ailments or emergencies, the patients were required to be shifted to other health facilities in Kalol or Ahmedabad city which are approximately 45 minutes to one hour away. Intervention During the reporting period, in accordance with the Rule 68-U of Gujarat Factories Rules-1963, we upgraded our Occupational Health Centre (OHC) into a state-of-the-art facility that can also cater to more severe medical emergencies. Nime Facilities at the OHC · A ward of 6 beds, and medical stock to treat various occupational injuries and ailments · Equipment to conduct advanced tests like pulmonary function, ECG, Audio metric, Vision test etc. · A medical team consisting of a full time as well as part-time doctors assisted by a nursing staff of 7 members. · An additional ambulance with all requisite medical emergency equipment · In-house medical checkup (Pre-employment, Periodic) of all employees (Approx. 1,500 employees completed till date) · Availability of first aid treatment with cardio pulmonary resuscitation to patient suffering heart attack, electrical shock · Treatment of occupational injuries with minor operation i.e. Stitches on cut wound, first line treatment of head injury, burns injury treatment, etc. · Provision of transferring serious patients through ambulance We have also opened the usage of this upgraded OHC to workers of neighbouring factories.","Employee Health, Safety & Wellness",1.0054653798657462
"STRENGTHENING OF WORK PERMIT SYSTEM Various ongoing maintenance and construction related activities were major contributors to the overall accident numbers. We implemented a work permit system during the reporting period, which helped us govern the safety measures that are required for a particular task according to the risk analysis carried out by Safety Department for that particular work. We also implemented 'Lock-Out-Tag-Out' procedures for any maintenance activity to be carried out in hazard prone areas. INTRODUCTION OF WEEKLY MEETINGS & DEPLOYMENT OF PPE Upon analysis of several incidents from 2013-14, it was observed that a lot of injuries could have been avoided if the workmen were adhering to the stipulated use of PPEs. One of the key intervention implemented over 2015-16 was strict enforcement and counselling on adherence to PPE usage which included upgrade of several PPE to better quality materials - especially safety shoes, ear plugs and masks. Additionally, a weekly meeting of all the department heads is being organised to discuss the accidents and incidents during the past week, their investigation reports and corrective action taken in view of the incidents. These two initiatives led to improvement in working conditions by eliminating unsafe conditions as well as PPE helped in reduction in injuries. Outcomes 55.08% REDUCTION IN AFR 52.25% REDUCTION IN ASR AFR - Accident Frequency Rate | ASR - Accident Severity Rate IN FY 2015-16 AS AGAINST FY 2014-15 46 ","Employee Health, Safety & Wellness",1.01452868652802
"CASE STUDY SAFETY & EMERGENCY PREPAREDNESS | SANTEJ Challenge The process of converting fibre into fabric is a complex one and does expose the workforce to a number of occupational hazards. Thus, for our Santej unit the commitment to achieve 'Zero Accidents' was followed with a checklist of challenges right from ensuring robust safety policies, processes, and infrastructure to embedding safety awareness among workforce. Intervention The only way to bring about a lasting impact in our safety performance, is to root out hazards at the bud. A comprehensive safety management plan has been implemented at Santej which incorporates best practices to address all key enablers of safety excellence: policies & processes, infrastructure management, awareness & training, implementation & audit, emergency preparedness. SAUTUR BUR SAVIOUR Salient features of safety management · Rigorous safety inspections covering all units at least once in a month · Implementation of 'permit to work' system for high risk activities viz. working on heights, Confined space entry, etc. · Conductance of safety committee meeting for deliberation on various safety issues, and inspection reports · Corrective/preventive actions on scores of unsafe conditions/actions · Extensive trainings to FLMs as well as staff employees in accordance with their need · Counselling of ER members on various safety aspects · Provision of requisite Personal Protective Equipment · Comprehensive accident investigation system to find out root cause for preventing accident reoccurrence","Employee Health, Safety & Wellness",1.0150100412204925
"CASE STUDY COMBATING FIRE INCIDENTS SANTEJ Challenge In textile factories, most of the materials - raw materials, semi-finished and finished goods are flammable. Even the processes are prone to instigate fire. It is therefore of utmost importance that fire prevention is well-implemented and in the unlikely event of fire, well-thought out protection is available. Intervention A state-of-the-art fire protection system has been installed at our Santej facility. It includes equipment to actively detect fire and well-established systems to control a fire if it were to ever occur. Also part of the exercise was the rationalising of components to curb the spread of the fire and training the staff. ?? Salient Points of the Fire Protection System · Extra vigilance to manage fire triggers viz. phasing out loose electrical wire. · Strengthening access to firefighting equipment and reinforcement of mock drills · Mutual aid with Vadsar Air Force Base to assist one another in the event of any emergency · Conducting various fire awareness drive viz. fire demonstration and training · Installation and revamping of fire hydrants systems as well as interconnection of fire hydrants systems · Segregation of materials incompatible with one another · Implementation of permit to work system for hot work fire safety STEAM INERTISATION SYSTEM Steam inertisation system has been installed at various processing machines at Santej facility to mitigate the spread of accidental fires. Extra steam lines measuring 1-inch in diameter have been grouped from the main steam lines so that even a layman can use them in the event of fire. 10 Earlier, the facility witnessed frequent fire incidences in the processing machines due to their temperature exceeding 150?","Employee Health, Safety & Wellness",1.0121923204563823
"We have structured policies and processes under the various management standards pertaining to prohibition of employment of child & forced labour; freedom of association and right to collective bargaining; grievances redressal mechanism; working hours; remuneration; health & safety; discrimination; engagement & welfare initiatives; disciplinary proceedings etc. All such policies & processes have been communicated to all stakeholders (internal / external) in most amicable way. Also, we review the same from time to time and communicate the changes, if any, to all concerned stakeholders well in advance. A TEST OF IR EFFECTIVENESS AT SANTEJ Our Santej facility operates around the clock and in three shift operations. To keep the operations running smoothly, we have dedicated Industrial Relations professionals to oversee the shop-floor activities on a continuous basis. In addition, division-wise union representatives of the Textile Labour Association are also on-hand 24x7 to ensure smooth operations and effective redressal of grievances. Yet sometimes, despite our best intentions and robust practices, there are undesirable outcomes. In one such instance, a section of the FLMs suddenly went on a strike at the Santej plant, in October 2015. On closer examination, it was found that the agitation was being fuelled by an external labour union that had no legal affiliations with the FLMs at Santej. The strike was thus deemed illegal by both the state government as well as the honourable industrial tribunal. But while the judiciary was taking its course, the IR team swung into action and initiated a dialogue with the FLMs on strike. The issue was amicably resolved in two days with the FLMs coming back to work unconditionally. 39 INITIATIVE UPGRADATION OF FLM CANTEEN AT NARODA During the reporting period, we completely overhauled and upgraded the FLM canteen at Naroda. · A larger and better designed seating area · Enhanced hygiene standards in the cooking area as well as the seating area · Card-based access system for better management and accounting HUMAN RIGHTS To protect human rights is to ensure that people receive decent, humane treatment. We have a well-defined human rights policy that upholds the human rights of our employees and FLMs. We don't discriminate against our employees and they are free to join unions or association for the protection of their interests. We do not employ children at workplaces and do not use forced labour in any form. During the year, there were no instances of reported human rights violations or gender discrimination.",Labour Relations & Union Practices,1.0186925895650238
"LAYING A STRONG FOUNDATION FOR PRODUCTIVITY In the reporting period, we embarked on a new employee- excellence journey with the introduction of NEEV - a comprehensive, company-wide, competency-based standard to identify employee potential, grade their performance, and chart for them a structured career growth plan. As part of the NEEV Framework, employees have been segmented in five distinct groups based on their organisational roles. 1. Strategic leaders CEO / CXO / Corporate Function Heads 2. Functional leaders Leading Large/Multiple Functions, direct reportees to CEO, CXO, Specialists 3. Team managers Managers who have first level managers reporting into them 4. First level managers Managers who manage one or many Independent contributors 5. Individual contributors Managing work in individual capacity Requisite levels of competencies that an employee must possess under each of the group have been well-spelt out. The competencies provide an employee behaviour map, as well as identify skills that will be valued, recognised and rewarded. Training need identification, appraisal and career progression - all stem from the employee's competency proficiency level. Introduced during the reporting period, NEEV will be cascaded across the organisation in a phased manner. INDUSTRIAL RELATIONS THE CORE OBJECTIVE OF THE INDUSTRIAL RELATIONS FUNCTION IS TO STRIKE A HARMONIOUS BALANCE BETWEEN PERSONAL AND ORGANISATIONAL GOALS. WELL-MEANING INTENT, FAIRNESS AND TRANSPARENCY ARE THE KEY ENABLERS IN THIS JOURNEY. We have recognised worker unions at both our manufacturing operations - Naroda and Santej and our Industrial Relations (IR) department organises a variety of events and activities across locations to engage with the FLMs and keep them enthused.",Training & Development,1.0075755528674428
"DEVELOPMENT PROGRAMMES When we develop potentials that have never been tapped, we unlock productivity and passion that has never been seen. We conduct a wide array of development programmes across the organisational hierarchy. Pragati - Development Programme for Supervisors Pragati helps supervisors set expectations of their roles and responsibilities, manage self and others. The programme enhances self- awareness, inculcates skills to manage Front Line Managers (FLMs) at the workplace, helps develop better relationships for better results and boosts overall capability to become effective in their current role. We plan to train 450 supervisors under Pragati. In 2015-16, we trained 20. iRise - Junior Manager Development Programme iRise is focused towards enhancing the overall capability of individual contributors and shift managers and help them perform their role more effectively. The initiative is termed as iRise as it signifies the rise of an individual in terms of undertaking more responsibility by becoming more accountable to the organisation. 43 managers were trained under iRise in 2015-16. 37 Continuing Education Towards the end of 2015-16, we introduced a progressive continuing education policy for all management cadre employees. It encourages them to take-up higher studies and thereby upgrade their knowledge and skills. The programme is at a nascent stage right now, but we expect it to grow in the coming years. 26 employees are currently enrolled for new higher-education courses under this programme iGnite - Manager Development Programme iGnite equips managers with the requisite competence to achieve the strategic objectives of the organisation, build skills for effective problem solving and decision making, plus develop interpersonal and leadership skills for better team management. 60 managers were trained under iGnite in 2014-15. In 2015-16, an additional 34 managers were trained. Samvad - Dialogue for Development An initiative aimed at identifying and creating a high potential talent pool. Every year under Samvad, we identify and assess select employees from senior management and take them through a structured development journey. The programme includes sharing individual reports and feedback to the employee by a coach. It also includes creation of a development plan and talent review with the business head. iLead - Leadership Development Programme These programmes aide the senior management executives to hone their leadership skills, develop an attitude for success, and mould them into able professionals who can positively transform business results.",Training & Development,1.0084820202003448
"TRAINING & DEVELOPMENT We are committed to the growth, development and well-being of our 31,000+ workforce. Towards these goals, we design and implement comprehensive employee engagement and development programmes, foster a conducive work environment, and consistently provide opportunities for professional and personal development. Training and development programmes at Arvind are formulated to help employees acquire new skills, sharpen existing ones, and evolve as professionals, enhanced performance and productivity, boost employee satisfaction, which in turn increases retention. 27% increase in the man-days of training given in FY 2015-16 *For officer level employees only 3,105 1,971 2013-14 5,014 4,863 4,503 3,949 2014-15 2015-16 Man-days of training given Total no. of participants TO GIVE OUR WORKERS A LARGER SENSE OF PURPOSE AND ENCOURAGE THEM TO ASPIRE FOR MORE, WE REFER TO THEM AS FRONT LINE MANAGERS (FLMS).",Training & Development,1.0080756173889736
